Date,Adj Close,Close,High,Low,Open,Volume
,VB,VB,VB,VB,VB,VB
2007-01-03,52.02667999267578,68.19000244140625,68.91999816894531,67.63999938964844,68.55000305175781,97800
2007-01-04,52.10300827026367,68.29000091552734,68.37000274658203,67.66000366210938,68.0999984741211,358300
2007-01-05,51.24848937988281,67.16999816894531,71.19999694824219,67.16999816894531,68.08000183105469,66600
2007-01-08,51.43159484863281,67.41000366210938,67.55999755859375,66.7699966430664,67.31999969482422,61000
2007-01-09,51.57654571533203,67.5999984741211,67.66999816894531,66.8499984741211,67.51000213623047,64100
2007-01-10,51.58418655395508,67.61000061035156,67.75,67.12000274658203,67.30000305175781,29200
2007-01-11,52.23269271850586,68.45999908447266,68.63999938964844,67.81999969482422,67.9000015258789,48300
2007-01-12,52.70574188232422,69.08000183105469,69.08000183105469,68.45999908447266,68.55999755859375,33800
2007-01-16,52.46922302246094,68.7699966430664,69.3499984741211,68.62999725341797,69.22000122070312,49700
2007-01-17,52.37004089355469,68.63999938964844,68.98999786376953,68.55999755859375,68.58999633789062,39300
2007-01-18,51.782569885253906,67.87000274658203,68.56999969482422,67.75,68.5,50900
2007-01-19,52.20980453491211,68.43000030517578,68.43000030517578,67.68000030517578,67.80000305175781,27400
2007-01-22,51.79018020629883,67.87999725341797,68.33000183105469,67.73999786376953,68.33000183105469,38200
2007-01-23,52.25559616088867,68.48999786376953,68.79000091552734,67.87999725341797,67.94999694824219,42300
2007-01-24,52.850704193115234,69.2699966430664,69.2699966430664,68.62000274658203,68.6500015258789,36600
2007-01-25,52.240333557128906,68.47000122070312,69.4000015258789,68.30999755859375,69.4000015258789,41900
2007-01-26,52.44633483886719,68.73999786376953,68.8499984741211,68.18000030517578,68.69999694824219,42600
2007-01-29,52.71337127685547,69.08999633789062,69.30000305175781,68.75,68.86000061035156,47900
2007-01-30,53.064353942871094,69.55000305175781,69.58000183105469,69.08999633789062,69.30000305175781,33200
2007-01-31,53.255069732666016,69.80000305175781,70.04000091552734,69.1500015258789,69.52999877929688,47500
2007-02-01,53.773902893066406,70.4800033569336,70.48999786376953,69.94000244140625,70.02999877929688,32100
2007-02-02,53.888343811035156,70.62999725341797,70.73999786376953,70.4000015258789,70.73999786376953,36200
2007-02-05,53.72812271118164,70.41999816894531,70.7699966430664,70.33999633789062,70.62000274658203,47700
2007-02-06,54.03329086303711,70.81999969482422,70.81999969482422,70.33999633789062,70.69999694824219,54800
2007-02-07,54.34614562988281,71.2300033569336,71.25,70.75,70.93000030517578,40700
2007-02-08,54.40715789794922,71.30999755859375,71.36000061035156,70.9000015258789,71.30000305175781,49800
2007-02-09,53.93413162231445,70.69000244140625,71.41000366210938,70.22000122070312,71.3499984741211,32700
2007-02-12,53.71287155151367,70.4000015258789,70.77999877929688,70.12000274658203,70.77999877929688,103600
2007-02-13,54.14773941040039,70.97000122070312,70.97000122070312,70.55000305175781,70.55000305175781,102800
2007-02-14,54.277462005615234,71.13999938964844,71.47000122070312,70.91999816894531,71.1500015258789,58000
2007-02-15,54.44530487060547,71.36000061035156,71.55000305175781,71.01000213623047,71.16999816894531,99400
2007-02-16,54.59790802001953,71.55999755859375,71.5999984741211,71.02999877929688,71.3499984741211,233600
