Date,Adj Close,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY,SPY
2007-01-03,100.26049041748047,141.3699951171875,142.86000061035156,140.57000732421875,142.25,94807600
2007-01-04,100.47323608398438,141.6699981689453,142.0500030517578,140.61000061035156,141.22999572753906,69620600
2007-01-05,99.6718521118164,140.5399932861328,141.39999389648438,140.3800048828125,141.3300018310547,76645300
2007-01-08,100.13288116455078,141.19000244140625,141.41000366210938,140.25,140.82000732421875,71655000
2007-01-09,100.04777526855469,141.07000732421875,141.60000610351562,140.39999389648438,141.30999755859375,75680100
2007-01-10,100.3810806274414,141.5399932861328,141.57000732421875,140.3000030517578,140.5800018310547,72428000
2007-01-11,100.82080841064453,142.16000366210938,142.6199951171875,141.5,141.5800018310547,54476800
2007-01-12,101.5867691040039,143.24000549316406,143.24000549316406,142.11000061035156,142.14999389648438,55370600
2007-01-16,101.38819122314453,142.9600067138672,143.44000244140625,142.72999572753906,143.07000732421875,44871300
2007-01-17,101.43069458007812,143.02000427246094,143.4600067138672,142.72999572753906,142.85000610351562,50241400
2007-01-18,101.09031677246094,142.5399932861328,143.25999450683594,142.30999755859375,143.1699981689453,68177300
2007-01-19,101.28887939453125,142.82000732421875,143.10000610351562,142.4600067138672,142.5399932861328,56973000
2007-01-22,100.976806640625,142.3800048828125,143.10000610351562,141.92999267578125,143.07000732421875,60253600
2007-01-23,101.2746810913086,142.8000030517578,143.0800018310547,142.05999755859375,142.25999450683594,54064400
2007-01-24,102.09026336669922,143.9499969482422,143.97999572753906,142.91000366210938,142.97000122070312,55834700
2007-01-25,100.89176940917969,142.25999450683594,143.9199981689453,142.00999450683594,143.86000061035156,73583800
2007-01-26,100.79952239990234,142.1300048828125,142.64999389648438,141.5800018310547,142.57000732421875,67255600
2007-01-29,100.74279022216797,142.0500030517578,142.8000030517578,141.74000549316406,142.19000244140625,66114600
2007-01-30,101.26758575439453,142.7899932861328,142.86000061035156,142.05999755859375,142.35000610351562,70407600
2007-01-31,101.94841003417969,143.75,144.1300048828125,142.39999389648438,142.6300048828125,91868600
2007-02-01,102.55831146240234,144.61000061035156,144.66000366210938,143.91000366210938,144.14999389648438,69312400
2007-02-02,102.7001724243164,144.80999755859375,144.9499969482422,144.3800048828125,144.72999572753906,49607000
2007-02-05,102.72859954833984,144.85000610351562,144.94000244140625,144.33999633789062,144.6999969482422,45705300
2007-02-06,102.75692749023438,144.88999938964844,145.02999877929688,144.3300018310547,144.97000122070312,57081300
2007-02-07,102.9838638305664,145.2100067138672,145.36000061035156,144.57000732421875,145.1199951171875,55669700
2007-02-08,102.84915161132812,145.02000427246094,145.1199951171875,144.27000427246094,144.77999877929688,70641000
2007-02-09,102.0831527709961,143.94000244140625,145.3300018310547,143.38999938964844,145.05999755859375,79084400
2007-02-12,101.73568725585938,143.4499969482422,144.0399932861328,143.19000244140625,143.94000244140625,65657000
2007-02-13,102.59381866455078,144.66000366210938,144.89999389648438,143.75999450683594,143.77000427246094,64081800
2007-02-14,103.26753997802734,145.61000061035156,145.89999389648438,144.77999877929688,144.8000030517578,66039400
2007-02-15,103.40235900878906,145.8000030517578,145.9499969482422,145.42999267578125,145.6699981689453,38715200
2007-02-16,103.35269165039062,145.72999572753906,145.75999450683594,145.22999572753906,145.44000244140625,39841800
2007-02-20,103.572509765625,146.0399932861328,146.1999969482422,145.0,145.55999755859375,56911800
2007-02-21,103.52991485595703,145.97999572753906,146.07000732421875,145.35000610351562,145.61000061035156,63971600
2007-02-22,103.4520034790039,145.8699951171875,146.4199981689453,145.1699981689453,146.0500030517578,79067400
2007-02-23,103.04773712158203,145.3000030517578,145.7899932861328,145.02999877929688,145.74000549316406,71966200
2007-02-26,102.9555435180664,145.1699981689453,145.9499969482422,144.75,145.8300018310547,69192800
2007-02-27,98.9343032836914,139.5,144.1999969482422,139.0,143.8800048828125,274466500
2007-02-28,99.94847106933594,140.92999267578125,141.97999572753906,139.8000030517578,140.38999938964844,177536300
2007-03-01,99.65060424804688,140.50999450683594,141.25,138.0500030517578,139.33999633789062,212828600
2007-03-02,98.34567260742188,138.6699981689453,140.66000366210938,138.66000366210938,140.0500030517578,162574000
2007-03-05,97.4095230102539,137.35000610351562,139.5800018310547,137.3300018310547,137.92999267578125,143750400
2007-03-06,99.07614135742188,139.6999969482422,140.1199951171875,137.72000122070312,138.77999877929688,143333300
2007-03-07,98.97683715820312,139.55999755859375,140.4600067138672,139.39999389648438,139.58999633789062,115144900
2007-03-08,99.8137435913086,140.74000549316406,141.16000366210938,140.07000732421875,140.5399932861328,117891600
2007-03-09,99.84207153320312,140.77999877929688,141.4199981689453,140.0800018310547,141.30999755859375,107765100
2007-03-12,99.99102020263672,140.99000549316406,141.33999633789062,140.16000366210938,140.4199981689453,80366900
2007-03-13,98.0478286743164,138.25,140.77000427246094,138.0399932861328,140.17999267578125,190605200
2007-03-14,98.77828216552734,139.27999877929688,139.36000061035156,136.75,138.42999267578125,231853800
2007-03-15,98.91303253173828,139.47000122070312,139.99000549316406,138.8000030517578,138.97000122070312,132435900
2007-03-16,98.6360855102539,138.52999877929688,139.6300048828125,138.1199951171875,139.30999755859375,121531600
2007-03-19,99.82516479492188,140.1999969482422,140.3300018310547,139.14999389648438,139.25999450683594,96161200
2007-03-20,100.3733901977539,140.97000122070312,141.0500030517578,139.9600067138672,140.0800018310547,82147400
2007-03-21,102.02525329589844,143.2899932861328,143.64999389648438,140.82000732421875,141.10000610351562,152368700
2007-03-22,101.94693756103516,143.17999267578125,143.67999267578125,142.7899932861328,143.47999572753906,118942200
2007-03-23,102.09647369384766,143.38999938964844,143.80999755859375,143.14999389648438,143.27999877929688,74416800
2007-03-26,101.961181640625,143.1999969482422,143.64999389648438,142.08999633789062,143.5,113787500
2007-03-27,101.71910095214844,142.86000061035156,143.16000366210938,142.38999938964844,143.1199951171875,99864600
2007-03-28,100.97862243652344,141.82000732421875,142.47000122070312,141.25999450683594,142.13999938964844,152907900
2007-03-29,101.08536529541016,141.97000122070312,142.61000061035156,141.19000244140625,142.5399932861328,139432700
2007-03-30,101.10673522949219,142.0,142.83999633789062,140.55999755859375,142.24000549316406,128194100
2007-04-02,101.22069549560547,142.16000366210938,142.4600067138672,141.47999572753906,142.16000366210938,79416400
2007-04-03,102.31005859375,143.69000244140625,143.97999572753906,142.91000366210938,142.97000122070312,82417800
2007-04-04,102.42398834228516,143.85000610351562,143.9499969482422,143.16000366210938,143.69000244140625,63995200
2007-04-05,102.70167541503906,144.24000549316406,144.44000244140625,143.61000061035156,143.6699981689453,46822800
2007-04-09,102.84407806396484,144.44000244140625,144.8000030517578,144.14999389648438,144.64999389648438,50967400
2007-04-10,102.965087890625,144.61000061035156,144.85000610351562,144.27000427246094,144.3300018310547,56620000
2007-04-11,102.54505157470703,144.02000427246094,144.86000061035156,143.5399932861328,144.82000732421875,106365700
