Date,GLD,HYG,SPY,TLT,VB,VNQ
2013-07-01,121.12999725341795,48.95143127441406,131.21481323242188,81.13224792480469,79.54261779785156,42.77919006347656
2013-07-02,120.0500030517578,48.800628662109375,131.0928192138672,81.080810546875,79.45063781738281,43.43427276611328
2013-07-03,120.73999786376952,48.91372299194336,131.14974975585938,80.83833312988281,79.54261779785156,43.14728164672852
2013-07-05,118.08999633789062,48.39131164550781,132.564697265625,78.08270263671875,80.58802032470703,42.9414176940918
2013-07-08,119.51000213623048,49.05914688110352,133.32098388671875,78.83961486816406,80.82218170166016,42.98507690429688
2013-07-09,120.62000274658205,49.086055755615234,134.28048706054688,78.92037200927734,81.57486724853516,43.59647750854492
2013-07-10,120.9499969482422,49.280006408691406,134.32925415039062,78.30316925048828,81.70868682861328,43.61518478393555
2013-07-11,124.23999786376952,49.89935302734375,136.15899658203125,79.22171783447266,82.67041778564453,44.6695442199707
2013-07-12,124.12999725341795,49.85084915161133,136.21583557128906,79.15554809570312,82.93806457519531,44.39503860473633
2013-07-15,124.18000030517578,50.06089019775391,136.736328125,79.5744400024414,83.26422119140625,44.58218383789063
2013-07-16,124.88999938964844,49.93703079223633,136.22398376464844,79.8462905883789,82.77082061767578,44.61338424682617
2013-07-17,123.31999969482422,50.30327606201172,136.57363891601562,79.9932861328125,83.12206268310547,44.77558898925781
2013-07-18,124.01000213623048,50.60488510131836,137.32180786132812,78.99390411376953,83.83296203613281,45.15614700317383
2013-07-19,125.11000061035156,50.57255554199219,137.56576538085938,80.24308776855469,83.80786895751953,45.124961853027344
2013-07-22,128.83999633789062,50.61024856567383,137.83413696289062,80.36065673828125,84.02531433105469,45.26220703125
2013-07-23,129.7100067138672,50.48637390136719,137.5413818359375,80.02265167236328,83.9834976196289,45.21231460571289
2013-07-24,127.4800033569336,50.06089019775391,137.03717041015625,79.00858306884766,83.36463928222656,44.332645416259766
2013-07-25,128.6699981689453,49.94780731201172,137.37059020996094,78.97921752929688,83.89987182617188,44.40127182006836
2013-07-26,128.77999877929688,49.96935272216797,137.51698303222656,79.46417236328125,83.61548614501953,44.4387092590332
2013-07-29,128.47000122070312,49.861629486083984,137.09410095214844,78.88367462158203,83.22245025634766,44.10806274414063
